id,host_id,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,name,host_name,neighbourhood_group,neighbourhood,room_type
22293394,48086015,40.71532,-73.99903,150,7,2,2017-12-19,0.11,1,0,Hippie 1 Bedroom in Chinatown,Amira,Manhattan,Chinatown,Entire home/apt
22063918,2323561,40.74475,-73.88266,90,2,8,2019-01-02,0.43,1,0,25 minutes to Midtown NYC- Entire large apartment,Herminia,Queens,Elmhurst,Entire home/apt
19786549,16534981,40.68141,-73.93301,68,14,10,2019-04-30,0.43,5,286,Dungeon heaven. SOHO loft-feel in Bklyn.❤️❤️❤️❤️❤️,Suzy,Brooklyn,Bedford-Stuyvesant,Entire home/apt
23044937,105640471,40.638000000000005,-74.01619000000001,39,1,14,2019-05-28,1.0,8,127,"MINI COZY Room Close to NYU  Langone H/Metro N,R",Jason,Brooklyn,Sunset Park,Private room
34593987,260997528,40.58495,-73.93278000000001,150,1,10,2019-07-07,7.89,1,354,Manhattan Beach Condo,Jermaine,Brooklyn,Sheepshead Bay,Entire home/apt
9563873,49514708,40.690090000000005,-73.79555,37,4,42,2019-07-07,0.98,1,228,1  ROOM IN A NEW HOUSE IN QUEENS,Steve,Queens,Jamaica,Private room
4235620,21979970,40.73303,-73.79736,100,7,9,2019-06-28,0.16,1,268,Elegant furnished 1BR apartment,Louise & Thomas,Queens,Flushing,Entire home/apt
1185525,6483295,40.63719,-74.03489,80,3,38,2019-05-01,0.53,1,192,Peaceful Brooklyn Flat,Jason,Brooklyn,Bay Ridge,Entire home/apt
14743469,19101984,40.607490000000006,-73.99225,49,1,1,2016-08-28,0.03,1,0,Bensonhurst Gem,Tuan-Phi,Brooklyn,Bensonhurst,Entire home/apt
24278899,24404900,40.71371,-73.99355,100,2,73,2019-06-30,4.86,1,3,Fantastic studio in Chinatown/Lower East side,Nate,Manhattan,Chinatown,Entire home/apt
16965094,48183551,40.74552,-73.88285,55,6,69,2019-07-04,2.44,5,253,*THE ROOM IS PRIVATE. HUNGRY FOR A KITCHEN ?*,Carlos,Queens,Elmhurst,Private room
27610245,59765638,40.76561,-73.7464,125,3,16,2019-06-19,1.51,1,123,Brand New 1 Bedroom w/Parking-25 Mins to Manhattan,Philip,Queens,Douglaston,Entire home/apt
28919421,216772639,40.63371,-74.00717,60,1,9,2019-06-24,0.98,7,180,Lovely New Private Bathroom Room,Ling,Brooklyn,Borough Park,Private room
24656108,4794638,40.71598,-73.95466,134,1,52,2019-07-02,3.59,1,262,Charming 2 Bedroom in the Heart of Williamsburg,Daniel,Brooklyn,Williamsburg,Entire home/apt
22794719,168429942,40.88007,-73.87326,50,5,4,2019-06-17,0.26,2,324,Habitacion de renta para 2,Jennifer,Bronx,Norwood,Private room
15659743,62256292,40.6804,-73.93648,125,3,91,2019-07-01,2.8,1,78,Super Cute Garden Apartment in Bed-Stuy!,Inez,Brooklyn,Bedford-Stuyvesant,Entire home/apt
21156632,150363476,40.83439,-73.8585,300,2,9,2018-11-23,0.47,1,0,Victorian styled long townhouse in NYC,Eliasz,Bronx,Parkchester,Private room
12063562,5017724,40.75827,-73.98825,200,5,4,2016-10-17,0.1,1,365,Cozy Room,R,Manhattan,Theater District,Private room
20452330,24377694,40.67837,-73.95421999999999,298,2,0,,,3,189,Frank 'n Dean,Kori,Brooklyn,Crown Heights,Entire home/apt
19073356,4440278,40.71189,-73.93881,110,3,3,2017-07-30,0.12,3,179,Luxury Coliving Space in Williamsburg,Emmanuel,Brooklyn,Williamsburg,Private room
9756236,18954539,40.763740000000006,-73.96583000000001,200,1,0,,,1,0,Quiet and large one bedroom,Tamara,Manhattan,Upper East Side,Entire home/apt
22400856,50312214,40.71975,-73.98975,115,2,1,2017-12-30,0.05,1,0,Hip and cozy LES apartment,Isabella,Manhattan,Lower East Side,Entire home/apt
2887581,4119786,40.67353,-73.96505,45,20,0,,,2,0,June sublet in Prospect Heights,Shimrit,Brooklyn,Prospect Heights,Private room
16284453,43797176,40.67816,-73.90583000000001,80,2,17,2019-05-27,0.7,1,353,Cozy Oceanhill Room,Malcolm,Brooklyn,Cypress Hills,Private room
31226826,137017288,40.68574,-73.79008,50,1,1,2019-02-07,0.2,2,36,Cozy Bedroom 6 mins from JFK. 35mins frm the city,Khan,Queens,Jamaica,Private room
220563,918087,40.68634,-73.95088,75,3,59,2017-01-05,0.62,3,0,Lovely HUGE Master Bed + Study,Kestrel,Brooklyn,Bedford-Stuyvesant,Private room
36321453,259645305,40.66531,-73.93887,35,1,0,,,1,56,Your family in NYC,Daniel,Brooklyn,Crown Heights,Private room
18996738,5391472,40.6721,-73.95363,40,14,1,2017-07-01,0.04,2,0,Sunny big bedroom in lively Brooklyn neighborhood,Ella,Brooklyn,Crown Heights,Private room
30811876,54368503,40.70351,-73.90212,120,3,0,,,1,0,Quiet Sunny Spacious Room in Charming Vintage Apt,Alison,Queens,Ridgewood,Private room
9633740,6753765,40.72422,-73.98465,85,2,2,2017-01-04,0.05,3,0,1 Bedroom within Full Apartment,Austin,Manhattan,East Village,Shared room
11724873,62359474,40.75926,-73.99304000000001,125,2,104,2019-07-03,2.63,1,5,Hell's Kitchen Hideaway,Brandon,Manhattan,Hell's Kitchen,Entire home/apt
27359696,47782497,40.66983,-73.87745,65,7,16,2019-06-23,1.42,3,287,ACintheroom!35minutes toWALL St. quiet&residential,Robianddebbie,Brooklyn,East New York,Private room
19677284,63336737,40.70994,-73.95243,50,4,3,2018-08-13,0.12,1,0,Room in Williamsburg,Juan,Brooklyn,Williamsburg,Private room
27259887,4089207,40.68571,-73.93868,250,3,22,2019-07-07,1.94,2,314,Bedstuy Oasis,Mondell,Brooklyn,Bedford-Stuyvesant,Entire home/apt
13503536,77076962,40.70286,-73.92271,50,2,6,2016-08-09,0.16,1,0,"Large, Private Room in Bushwick",Meghan,Brooklyn,Bushwick,Private room
823520,4323625,40.75284,-74.00138000000001,179,2,251,2019-07-03,3.15,1,157,ON HIGHLINE! Private room & bath,Arthur,Manhattan,Chelsea,Private room
12973819,71402091,40.65421,-73.95945,90,4,7,2019-04-23,0.18,1,0,"Huge 1BR 5 min to Park, Train",Jeff,Brooklyn,Flatbush,Entire home/apt
35185863,264963423,40.66956,-73.98921999999999,195,2,4,2019-06-30,4.0,1,345,Bright Park Slope 2 Bed (15 Minutes to Manhattan!),Eleanor,Brooklyn,South Slope,Entire home/apt
5593975,29005043,40.67861,-73.9453,125,14,7,2016-10-03,0.15,1,179,Adorable Private Room w/ backyard!,Brianna,Brooklyn,Bedford-Stuyvesant,Private room
21867440,29599980,40.70636,-73.91935,41,3,1,2018-01-01,0.05,1,0,"Charming, Cozy Apartment in the Heart of Bushwick!",Leslie,Brooklyn,Bushwick,Entire home/apt
27389647,119531605,40.7737,-73.99027,99,1,7,2018-08-31,0.61,1,0,Master Bed/Bath near Lincoln Center in high-rise,Nicole,Manhattan,Upper West Side,Private room
31145829,39528519,40.71112,-73.98691,32,14,0,,,28,342,"Nice, cozy and fresh male room on Manhattan III",Max,Manhattan,Lower East Side,Shared room
33881201,254522143,40.7277,-74.00104,129,31,7,2019-06-29,2.8,1,167,SoHo + Greenwich Penthouse Escape! Cozy Studio!,Julie Anne,Manhattan,Greenwich Village,Entire home/apt
31409154,198195140,40.74755,-73.93878000000001,55,1,11,2019-06-02,2.92,2,7,Great Location Cozy Apt. w/ Private Bath,Lucy,Queens,Long Island City,Private room
34489723,260639745,40.761790000000005,-73.98589,100,1,0,,,15,296,Luxury Room with Two Queen Beds,Manhattan At Times Square,Manhattan,Theater District,Private room
573795,38513,40.65204,-73.94938,133,4,104,2019-06-06,1.32,1,338,Spacious Stylish  2 Bedroom Suite,Nkosi,Brooklyn,East Flatbush,Entire home/apt
4249342,2495483,40.70948,-74.00654,98,7,23,2019-06-01,0.55,1,116,Perfect Private Room in Luxury Bldg w/Gym/Rooftop,Andy,Manhattan,Financial District,Private room
30437498,48572835,40.76552,-73.98498000000001,300,6,2,2019-06-06,1.33,1,270,"LXRY BLDG-next to Central Park, Times Sq,SLEEPS 5!",Jodi,Manhattan,Hell's Kitchen,Entire home/apt
35387629,258374626,40.66397,-73.93353,140,2,1,2019-07-07,1.0,1,87,The Crown Spacious Apartment,Beverley,Brooklyn,Crown Heights,Entire home/apt
32527742,17535511,40.69573,-73.95076,150,2,0,,,1,0,Chic Bed-Stuy Hideaway w/ Large Patio,Celina,Brooklyn,Bedford-Stuyvesant,Entire home/apt
22533666,103166867,40.8637,-73.92858000000001,160,3,0,,,1,0,Upper Manhattan Oasis,Darcy,Manhattan,Inwood,Entire home/apt
7395202,23425862,40.69172,-73.95862,90,1,0,,,2,0,Big room in Clinton Hil near subway,Gagandeep,Brooklyn,Bedford-Stuyvesant,Private room
20386575,142590597,40.6746,-73.87293000000001,159,1,7,2018-10-06,0.31,6,180,Makes You Wanna STAY! [BEST RATE],Joica,Brooklyn,East New York,Shared room
13770680,65809485,40.74875,-73.82775,50,7,55,2019-01-24,1.57,12,160,Flushing Deluxe Room w/ 2 Bed (1FL),Shirley,Queens,Flushing,Private room
18734320,100784323,40.83543,-73.94372,50,2,14,2018-09-01,0.54,1,0,"Easy, Comfortable and Convenient!",Kathleen,Manhattan,Washington Heights,Private room
29760512,214173940,40.75941,-73.98794000000001,62,1,7,2019-01-01,0.87,1,9,1 double size bedroom 0.1 mile from Times Square.,Ali,Manhattan,Theater District,Private room
19837851,140220933,40.65614,-73.91754,103,3,35,2019-04-21,1.52,1,291,Bright 3-bedroom apartment in beautiful Brooklyn,Yolanda,Brooklyn,East Flatbush,Entire home/apt
4516766,3388950,40.69414,-73.93467,68,5,81,2019-06-07,1.47,6,83,"Large, Luxury Bedroom nr JMZ subway",Amaya,Brooklyn,Bedford-Stuyvesant,Private room
1438369,4314535,40.71444,-73.98348,160,3,220,2019-06-28,3.19,1,24,True Two Bedroom Apartment in Lower Manhattan,Arielle,Manhattan,Lower East Side,Entire home/apt
31458781,129643632,40.66426,-73.99375,165,30,0,,,1,337,"Bright and Beautiful, Private Garden",Benjamin,Brooklyn,Sunset Park,Entire home/apt
867721,4509849,40.68344,-73.92189,65,3,132,2019-06-30,1.68,3,35,Comfortable Modern Room in Bed-Stuy,Ines,Brooklyn,Bedford-Stuyvesant,Private room
14629018,59503891,40.74829,-73.93253,100,2,1,2016-10-10,0.03,1,0,1 Bedroom Apt All Yours In Astoria!,B,Queens,Long Island City,Entire home/apt
4644632,10992588,40.68797,-73.94696,130,200,271,2019-07-03,4.84,2,64,"Brooklyn Life, Easy to Manhattan (30+ Days only)",Joni,Brooklyn,Bedford-Stuyvesant,Entire home/apt
13782517,75442218,40.68155,-73.93639,45,3,6,2017-12-10,0.18,1,0,Cozy Room in the lovely neighborhood of Bed Stuy,Loreto,Brooklyn,Bedford-Stuyvesant,Private room
35792068,198020385,40.63704,-73.96693,130,3,2,2019-07-06,2.0,1,33,"Entire Apartment. One block to Bars, Coop, Qtrain.",Margaret,Brooklyn,Flatbush,Entire home/apt
29216296,23703328,40.71163,-73.82751999999999,59,1,24,2019-06-30,2.76,1,32,Feel at home!,Dada,Queens,Kew Gardens,Private room
31017536,9891348,40.74098,-73.98331,130,2,11,2019-07-06,1.76,1,4,Spacious Beauty 1 Bedroom Apartment,Adelle,Manhattan,Kips Bay,Entire home/apt
11315999,5577926,40.76821,-73.9125,60,1,72,2019-06-15,1.82,4,0,Summer in the City,Lou,Queens,Astoria,Private room
32240186,219517861,40.7074,-74.01218,230,2,12,2019-06-16,2.57,327,357,Sonder | Stock Exchange | Unique 1BR + Kitchen,Sonder (NYC),Manhattan,Financial District,Entire home/apt
27351337,10849252,40.6726,-73.98195,130,2,24,2019-07-01,3.27,1,2,Studio sanctuary in Park Slope Brooklyn,Leslie,Brooklyn,Park Slope,Entire home/apt
17750513,121109701,40.70961,-73.94635,45,1,98,2019-06-27,3.53,1,44,"Private Room with Full Private Bath, cozy&quiet",Sean,Brooklyn,Williamsburg,Private room
12966974,71321195,40.73737,-73.99475,225,1,0,,,1,0,Flatiron Oasis,Sonia,Manhattan,Chelsea,Entire home/apt
9825420,1570949,40.66817,-73.98774,85,2,0,,,1,0,Great for Work/Leisure w NYC Views!,DeAnna,Brooklyn,South Slope,Private room
10546254,54378184,40.68706,-73.97065,150,30,20,2019-06-09,0.47,3,326,Fort Greene Studio-Flat,Eej,Brooklyn,Fort Greene,Entire home/apt
13346113,16278677,40.71459,-73.93885,200,7,0,,,1,146,"Entire 2 BR apartment, 15 steps from the subway!",Grant,Brooklyn,Williamsburg,Entire home/apt
2633717,13486605,40.69616,-73.93200999999999,40,1,25,2018-09-15,0.39,1,0,Private room in friendly Brownstone,Rachael And Christopher,Brooklyn,Bushwick,Private room
33936370,43676525,40.69174,-73.90811,40,30,0,,,1,365,Cozy room with 3 windows.,Filip,Brooklyn,Bushwick,Private room
21729121,13711192,40.67078,-73.97948000000001,105,5,0,,,1,0,"Beautiful, bright 1BR in Park Slope, Brooklyn",Whitney,Brooklyn,Park Slope,Entire home/apt
32820849,96311058,40.68343,-73.92746,180,2,11,2019-06-29,3.37,1,280,Beckoning ”Bed-Stay” 2 BR Suite in Bed-Stuy,Donna,Brooklyn,Bedford-Stuyvesant,Entire home/apt
24630495,24165842,40.77127,-73.98841999999999,180,5,6,2019-06-16,0.82,1,5,"Beautiful, spacious Upper West Side 1Br apartment",Gal,Manhattan,Upper West Side,Entire home/apt
20016975,55939980,40.75685,-73.96388,210,2,4,2018-12-30,0.22,1,0,Rustic 1 Bedroom with Exposed Brick,Katy,Manhattan,Midtown,Entire home/apt
22567430,165853174,40.64322,-73.93745,89,2,74,2019-07-05,4.38,1,322,Oasis in East Flatbush,Jackee,Brooklyn,East Flatbush,Entire home/apt
36007006,270906714,40.75654,-73.99173,320,3,0,,,1,341,Centrally Located 1BDR With Furnished Patio,Jennifer,Manhattan,Hell's Kitchen,Entire home/apt
29900235,99511145,40.80646,-73.94829,45,4,19,2019-07-06,2.54,2,10,"Cozy Manhattan Room, 15 minutes to Times Square",Nichole,Manhattan,Harlem,Private room
36029624,218969291,40.78635,-73.97636,279,5,2,2019-07-02,2.0,1,346,Lovely Two Bedroom Next to Central Park,Danielle,Manhattan,Upper West Side,Entire home/apt
35677349,222069293,40.71556,-73.94245,275,3,0,,,1,362,No Sleep Till Brooklyn!,Mariela,Brooklyn,Williamsburg,Entire home/apt
26138591,196088317,40.76473,-73.95623,80,2,45,2019-06-13,3.56,2,26,Room with AC - Cozy Manhattan Apt. —Central Park,Andreas & Bella,Manhattan,Upper East Side,Private room
14196798,80942071,40.69484,-73.94615999999999,89,2,1,2017-09-05,0.04,1,365,Brooklyn (G)reenery,Warren,Brooklyn,Bedford-Stuyvesant,Private room
35005473,4361579,40.6904,-73.93463,92,1,9,2019-07-01,6.59,3,21,Awesome Renovated Studio in Brooklyn NYC,Emmanuelle,Brooklyn,Bedford-Stuyvesant,Entire home/apt
24992558,12633660,40.67899,-74.00089,50,3,5,2019-05-31,0.63,1,0,ENTIRE Spacious Brownstone Apartment (UNFURNISHED),Benjamin,Brooklyn,Carroll Gardens,Entire home/apt
6750178,173938,40.68491,-73.94919,55,5,4,2018-02-08,0.08,1,21,Brooklyn Comfort w Rooftop View,Vuong,Brooklyn,Bedford-Stuyvesant,Private room
16276294,32625342,40.88467,-73.90575,30,4,11,2019-05-15,0.35,2,0,Rental in a Uptown Cozy Apartment,Bianca,Bronx,Kingsbridge,Private room
20028865,39939372,40.69851,-73.9266,65,20,0,,,1,0,Beautiful Bright Bushwick Cove,Parish,Brooklyn,Bushwick,Private room
33473567,33388853,40.8309,-73.94308000000001,200,60,0,,,1,219,Hamilton Heights Full Floor Garden Apt,Christine,Manhattan,Harlem,Entire home/apt
13532633,8255157,40.71182,-73.95692,130,1,0,,,1,0,Cozy Couch in Wburg,Chris,Brooklyn,Williamsburg,Shared room
13545656,6493333,40.8114,-73.94014,140,2,34,2018-09-16,0.93,1,0,Perfect 1 Br Apt. to explore the city,Zahra,Manhattan,Harlem,Entire home/apt
20070549,14898658,40.64293,-73.98043,56,1,58,2019-01-01,2.48,11,16,"Bklyn private room and private bathrm by F,G train",Chadanut,Brooklyn,Kensington,Private room
8522395,21014758,40.68793,-73.92179,39,2,57,2019-06-24,1.25,3,117,Harmony House 1 on Madison Street,Garnet,Brooklyn,Bedford-Stuyvesant,Private room
28660068,216235179,40.70011,-73.92043000000001,55,30,0,,,17,336,Gorgeous Bedroom in the heart of Bushwick Him-2R-3,Nina,Brooklyn,Bushwick,Private room
9401880,24530091,40.73491,-73.99231,250,53,2,2018-02-14,0.05,1,365,NEW Penthouse UnionSq Wraparound Terrace,Jt,Manhattan,Greenwich Village,Entire home/apt
20286116,115415316,40.70515,-73.92349,85,2,5,2018-03-26,0.22,2,0,1 Room in Renovated Apt with Private Roof,Kelsey,Brooklyn,Bushwick,Private room
19158672,56342503,40.7694,-73.98736,280,4,3,2018-01-05,0.13,1,0,Newly Renovated 1 Bedroom in Hell's Kitchen. 58/10,Matthew,Manhattan,Hell's Kitchen,Entire home/apt
1227528,3086048,40.71704,-73.95789,275,4,27,2019-01-02,0.37,1,197,Modern Williamsburg,Christine,Brooklyn,Williamsburg,Entire home/apt
12855923,33906660,40.8242,-73.94776999999999,65,1,154,2019-07-02,4.03,1,361,New York Space,Trevor,Manhattan,Harlem,Private room
25731392,166269959,40.67031,-73.9354,95,4,0,,,1,0,THE JEWEL OF CROWN HEIGHTS,Mor,Brooklyn,Crown Heights,Private room
5406041,27974744,40.72755,-73.97876,100,2,156,2019-06-19,3.9,1,197,Mod 3 BR duplex-East Village,Cara,Manhattan,East Village,Private room
10730086,28546873,40.68995,-73.92844000000001,45,3,9,2019-03-20,0.34,1,80,Spacious Brooklyn Room for Travelers,Justin,Brooklyn,Bedford-Stuyvesant,Private room
22135247,161613483,40.68594,-73.92394,55,4,18,2018-10-02,0.99,1,0,Private Room in Bed-Stuy/Bushwick,Katelyn,Brooklyn,Bedford-Stuyvesant,Private room
21023888,6378149,40.69835,-73.91644000000001,50,2,57,2019-06-23,2.68,3,18,Almost a Hotel Room // Cozy Private Room,Laurel,Brooklyn,Bushwick,Private room
5048535,905563,40.73718,-73.98373000000001,75,5,0,,,1,0,Great Gramercy Share Apt,Courtney,Manhattan,Gramercy,Private room
10067083,22217087,40.72321,-73.99531999999999,175,3,12,2019-06-02,0.28,1,0,Entire apt in the heart of uber hip & cool Nolita,Gabriela,Manhattan,Nolita,Entire home/apt
18934106,22959695,40.69482,-73.82551,59,1,123,2018-08-14,4.85,5,0,JFK 10 & LGA 15 MINUTES  AC BEDROOM ATTCH BATHROOM,Gurpreet  Singh,Queens,Richmond Hill,Private room
19280513,18747504,40.71886,-73.95695,100,2,1,2017-06-22,0.04,1,0,Charming -One bedroom -Williamsburg,Schimpff,Brooklyn,Williamsburg,Private room
8400115,43768534,40.72403,-73.94306,60,7,11,2019-05-31,0.24,1,0,Brooklyn bohemian haven,AnnMarie,Brooklyn,Greenpoint,Private room
29152320,219347424,40.66788,-73.87339,150,2,6,2019-04-28,0.69,2,171,Gem of East New York,Adonna,Brooklyn,East New York,Entire home/apt
24863288,29026712,40.81717,-73.93918000000001,70,2,2,2018-06-04,0.15,1,0,Cozy 1-Bedroom Apartment in Harlem,Haydenn,Manhattan,Harlem,Entire home/apt
27085643,349596,40.68477,-73.96799,189,10,3,2019-05-20,0.32,1,14,"Entire apartment in Clinton Hill, minutes from NYC",Marie-Claude,Brooklyn,Clinton Hill,Entire home/apt
33094364,28770493,40.73508,-74.00004,204,4,3,2019-06-30,1.36,1,6,Boho Studio in West Village- PRIME LOCATION,Haley,Manhattan,West Village,Entire home/apt
20917327,150304209,40.6959,-73.75159000000001,85,2,59,2019-06-17,2.69,1,36,AWESOME APARTMENT mins from JFK and LGA,Melrose,Queens,St. Albans,Entire home/apt
35760845,261451511,40.78527,-73.97623,150,2,3,2019-06-30,3.0,1,21,Cozy UWS Only two blocks away from Central Park!,Valeria,Manhattan,Upper West Side,Private room
31926655,115075522,40.82656,-73.94648000000001,225,1,13,2019-07-01,3.22,1,83,SPACIOUS- 3 Bedroom Harlem gem 5 mins from train,Christian,Manhattan,Harlem,Entire home/apt
26257903,87757867,40.68581,-73.99586,80,7,57,2019-06-16,4.49,2,285,Eco Chic King Size Bedroom in Amazing Neighborhood,Gennaro,Brooklyn,Cobble Hill,Private room
9944320,19878684,40.68247,-73.84368,25,10,0,,,1,0,Nice Spacious Room for a Month,Lakshey,Queens,Ozone Park,Shared room
19036361,97794385,40.68347,-73.79460999999999,60,2,42,2018-11-04,1.65,2,0,Ms. Dee Cozy Bedroom you feel like home!! Room 2,Debra,Queens,Jamaica,Private room
11651980,61391963,40.75605,-73.96503,165,30,0,,,91,180,Updated Midtown East 2 Bedroom 3 Beds,Corporate Housing,Manhattan,Midtown,Entire home/apt
14499123,89523770,40.75328,-73.90855,300,2,73,2019-06-23,2.14,1,228,Spacious  Home 15 Minutes Away From Manhattan,Ricky & Diana,Queens,Woodside,Entire home/apt
15396328,14295824,40.72718,-73.98238,80,4,7,2019-01-03,0.33,1,0,Private Room in Heart of East Village!,Josephine,Manhattan,East Village,Private room
13466561,6980995,40.71159,-73.99884,119,1,3,2016-11-06,0.09,5,0,Sunny and light bedroom in Downtown Manhattan,Dominik,Manhattan,Two Bridges,Private room
31738077,50497157,40.71248,-73.94859,45,3,1,2019-02-21,0.22,1,0,Cozy private room in Williamsburg,Luca,Brooklyn,Williamsburg,Private room
8650854,21508828,40.85289,-73.93508,64,1,16,2019-01-02,0.36,2,249,Beautiful and Large Private Room 1Block from train,Nguyen,Manhattan,Washington Heights,Private room
14080022,84632856,40.77743,-73.97616,325,3,4,2016-10-09,0.11,1,0,Beautiful 2B/2B at Central Park and the AMNH,Brooke,Manhattan,Upper West Side,Entire home/apt
32238391,219517861,40.70569,-74.01077,227,2,8,2019-06-11,3.64,327,349,Sonder | Stock Exchange | Lively 1BR + Lounge,Sonder (NYC),Manhattan,Financial District,Entire home/apt
4620262,1599319,40.71954,-73.9975,60,7,5,2016-04-26,0.09,1,0,Cozy bedroom in heart of Manhattan,Lakshmi,Manhattan,Little Italy,Private room
33782555,18885469,40.71483,-73.99801,53,1,7,2019-06-26,2.92,1,58,"Cute and cozy, great downtown Manhattan location!",Leila,Manhattan,Chinatown,Shared room
7095708,37191929,40.67921,-73.9603,125,2,31,2018-03-04,0.67,1,0,NYC Brooklyn Rooftop Full Apartment,John,Brooklyn,Crown Heights,Entire home/apt
9507521,49268145,40.66872,-73.98648,275,2,2,2016-01-01,0.05,1,0,Beautiful Renovated Brownstone,James,Brooklyn,South Slope,Entire home/apt
9187221,36297318,40.70269,-73.92626,60,1,0,,,1,0,Sunny room in the heart of Bushwick,Josh,Brooklyn,Bushwick,Private room
33472677,57158173,40.61186,-73.96955,38,3,1,2019-06-26,1.0,1,0,Spacious room in Brooklyn. Only girls please,Katerina,Brooklyn,Midwood,Private room
16424642,3619937,40.69935,-73.92642,41,7,7,2019-01-16,0.24,2,0,Skylight loft bed room in large artist house!,Freddi,Brooklyn,Bushwick,Private room
34743257,260072882,40.67792,-73.92347,50,2,6,2019-07-02,3.91,2,83,"Quiet, Warm Room 47 Buffalo 1F Room#3",Sammy,Brooklyn,Bedford-Stuyvesant,Private room
13881020,82148918,40.82903,-73.94502,50,2,55,2019-05-18,1.52,1,0,Courtyard facing private room in Sugar Hill,Kristen,Manhattan,Harlem,Private room
22605114,70236577,40.6925,-73.94214000000001,58,1,11,2019-05-18,1.77,1,345,Private room in Brooklyn !!!!,Sara,Brooklyn,Bedford-Stuyvesant,Private room
28330508,2244813,40.72778,-73.98747,250,31,1,2018-10-07,0.11,1,156,East village sanctuary,Matthew,Manhattan,East Village,Entire home/apt
22051523,161057073,40.71983,-73.9877,90,2,52,2019-06-23,2.7,4,67,Room 1 at Lower Manhattan 18mins from Timesquare,Stella,Manhattan,Lower East Side,Private room
1847389,9371210,40.67522,-73.99978,180,2,29,2019-06-30,0.63,1,45,Beautiful BK 1 Block From Subway,Shane,Brooklyn,Carroll Gardens,Entire home/apt
18526162,75360607,40.74215,-73.92633000000001,199,5,91,2019-06-21,3.48,2,57,Gone with the Wind,Fernando,Queens,Sunnyside,Entire home/apt
23852841,9574706,40.67873,-73.99564000000001,45,5,2,2018-10-03,0.14,1,0,Sun-filled room in a lovely house,Luis,Brooklyn,Carroll Gardens,Private room
31045451,8822878,40.653290000000005,-73.97986999999999,250,2,1,2019-06-25,1.0,1,84,Windsor Terrace Warm Artist Pad Prospect Park,Oleg,Brooklyn,Windsor Terrace,Entire home/apt
9469009,15674613,40.69395,-73.92418,69,10,11,2017-06-25,0.27,1,226,Luxury Studio in Artsy Brooklyn,Masha,Brooklyn,Bushwick,Entire home/apt
3325807,3053578,40.79921,-73.96704,145,7,6,2016-10-06,0.1,1,0,Large 1 BDR Apt on the UWS,Natalie,Manhattan,Upper West Side,Entire home/apt
19433585,3130452,40.69678,-73.94409,40,3,0,,,1,0,Comfy and private garden bedroom,Jamba-Djang,Brooklyn,Bedford-Stuyvesant,Private room
19057006,85082002,40.66413,-73.95125999999999,60,3,2,2017-09-09,0.09,1,0,Comfortable room in spacious Brooklyn apartment,Steven,Brooklyn,Crown Heights,Private room
4464418,6526979,40.78962,-73.97718,165,2,9,2015-05-19,0.16,1,0,Charming 1BD Pre-War Apartment ,Kim,Manhattan,Upper West Side,Entire home/apt
20171578,126641287,40.76505,-73.98756999999999,140,2,54,2018-05-22,2.36,1,0,Experience the heart of Hell's Kitchen.,Larry Raul,Manhattan,Hell's Kitchen,Private room
26129270,6724903,40.71293,-73.88401999999999,70,2,20,2019-05-04,1.82,1,224,"Mi casa es su casa, La casa de Pupilos",Edgard,Queens,Middle Village,Private room
13256322,6945858,40.76969,-73.95509,250,30,0,,,1,0,Comfortable 1BR on quiet street in Upper East Side,Lydia,Manhattan,Upper East Side,Entire home/apt
1520806,347642,40.68084,-73.92804,170,3,134,2019-06-20,2.0,3,209,HUGE 2BR+1BA Apt For Group Only 15 Min To NYCity,Jullien,Brooklyn,Bedford-Stuyvesant,Entire home/apt
32592881,244973445,40.69466,-73.9106,100,1,0,,,1,35,Bushwick Room!,Shevon,Brooklyn,Bushwick,Private room
35330887,23853826,40.75144,-73.9709,220,3,1,2019-07-01,1.0,1,334,"Large Studio near Time Square, UN, and much more!",Janee,Manhattan,Midtown,Entire home/apt
6730056,7186661,40.74688,-74.00145,200,1,4,2017-09-16,0.09,1,0,Sunny Studio in Chelsea,Sabrina,Manhattan,Chelsea,Entire home/apt
20587133,116758734,40.87085,-73.9183,59,4,19,2018-10-06,0.84,1,0,"Spacious, bright room in art-filled apartment!",Amos,Manhattan,Inwood,Private room
36038012,222287033,40.7122,-73.96667,90,2,0,,,5,211,Delightful room in Williamsburg,Francis,Brooklyn,Williamsburg,Private room
9880664,21222224,40.68243,-73.9534,150,2,2,2016-10-10,0.06,2,364,A TASTE OF BROOKLYN,Erica,Brooklyn,Bedford-Stuyvesant,Entire home/apt
18440017,75973505,40.86027,-73.9264,40,2,3,2019-01-02,0.42,1,276,Uptown Private Bedroom w/ Pvt Entrance & Full Bath,Jeanette,Manhattan,Washington Heights,Private room
4215595,7549,40.71329,-73.99047,40,1,88,2019-05-19,1.53,4,197,LowerEastSide apt share shortterm 3,Ben,Manhattan,Lower East Side,Shared room
2297147,10674441,40.693290000000005,-73.95607,75,3,5,2019-01-27,0.08,2,334,Gorgeous 1400 Sq Ft Artist's Loft,Annie,Brooklyn,Bedford-Stuyvesant,Private room
24700123,45416627,40.76956,-73.9243,59,1,48,2019-06-16,3.47,9,351,BRIGHT PRIVATE BEDROOM,Lolita,Queens,Astoria,Private room
